property_id,assessor_parcel_id,pin,site_address,zip_code,council_district,community_plan_area,neighborhood_council,base_zoning,base_zoning_description,full_zoning_code,general_plan_land_use,specific_plan_area,overlay_count,lot_size_sqft,building_size_sqft,year_built,number_of_units,use_code,assessed_land_value,assessed_improvement_value,total_assessed_value,toc_eligible,opportunity_zone,high_quality_transit,residential_market_area,commercial_market_area,methane_zone,flood_zone,fault_zone,rent_stabilization,housing_replacement_required,data_completeness_score
318,4306-022-025,129B165 631,9429 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6848.8,3737.0,1941.0,1.0,0100 - Residential - Single Family Residence,461659.0,791117.0,1252776.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022025],,90.6
319,4306-022-026,129B165 633,9435 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6628.8,3540.0,1941.0,1.0,0100 - Residential - Single Family Residence,1086220.0,836514.0,1922734.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022026],,90.6
320,4306-022-027,129B165 636,9441 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7197.0,2211.0,1942.0,1.0,0101 - Residential - Single Family Residence - Pool,1485691.0,916117.0,2401808.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022027],,90.6
321,4306-022-028,129B165 637,9447 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,8396.7,588.0,1942.0,1.0,Not Available,2377105.0,1018331.0,3395436.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,Yes [APN: 4306022028],,90.6
322,4306-022-029,129B165 640,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,1714.9,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022029],Yes,78.1
323,4306-023-001,129B165 599,9500 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,8405.3,4708.0,2020.0,1.0,0100 - Residential - Single Family Residence,2131779.0,472105.0,2603884.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023001],Yes,93.8
324,4306-023-002,129B165 605,9508 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7209.6,2107.0,1948.0,1.0,0100 - Residential - Single Family Residence,142839.0,178233.0,321072.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023002],,90.6
325,4306-023-003,129B165 608,9514 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6612.5,6475.0,2023.0,1.0,0103 - Residential - Single Family Residence - Pool and Misc.,777856.0,2735640.0,3513496.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023003],,90.6
326,4306-023-004,129B165 610,9520 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6254.8,2361.0,1948.0,1.0,0100 - Residential - Single Family Residence,1163487.0,507831.0,1671318.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023004],,90.6
327,4306-023-005,129B165 612,9526 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6257.6,3792.0,1949.0,1.0,0100 - Residential - Single Family Residence,1055387.0,738781.0,1794168.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023005],,90.6
328,4306-023-006,129B165 615,9530 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6372.5,2794.0,1948.0,1.0,0100 - Residential - Single Family Residence,598759.0,356328.0,955087.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023006],,90.6
330,4306-023-007,129B165 619,9536 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6392.1,2905.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,100856.0,130008.0,230864.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023007],,90.6
331,4306-023-008,129B165 621,9542 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6423.8,1592.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,65429.0,49391.0,114820.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023008],,90.6
332,4306-023-009,129B165 622,9546 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6515.0,2929.0,1948.0,1.0,0100 - Residential - Single Family Residence,1014815.0,675625.0,1690440.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023009],,90.6
333,4306-023-010,129B165 665,9555 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6770.8,2448.0,1952.0,1.0,0101 - Residential - Single Family Residence - Pool,1406090.0,685652.0,2091742.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023010],,90.6
334,4306-023-011,129B165 661,9543 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6693.0,1640.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,633793.0,173275.0,807068.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023011],,90.6
335,4306-023-012,129B165 660,9537 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6640.6,2418.0,1948.0,1.0,0100 - Residential - Single Family Residence,1017882.0,278293.0,1296175.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023012],,90.6
336,4306-023-013,129B165 658,9531 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6600.1,2158.0,1949.0,1.0,0100 - Residential - Single Family Residence,1132577.0,362822.0,1495399.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023013],,90.6
337,4306-023-014,129B165 656,9527 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6600.1,2215.0,1947.0,1.0,0100 - Residential - Single Family Residence,67228.0,150354.0,217582.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023014],,90.6
338,4306-023-015,129B165 654,9521 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6600.1,1804.0,1948.0,1.0,0103 - Residential - Single Family Residence - Pool and Misc.,1764518.0,482437.0,2246955.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023015],,90.6
339,4306-023-017,129B165 649,9505 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7200.4,2369.0,1951.0,1.0,0100 - Residential - Single Family Residence,72607.0,56846.0,129453.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023017],,90.6
340,4306-023-016,129B165 651,9515 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6600.1,4299.0,2009.0,0.0,0103 - Residential - Single Family Residence - Pool and Misc.,486329.0,699456.0,1185785.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023016],,90.6
341,4306-023-018,129B165 600,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1716.2,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023018],Yes,78.1
342,4306-023-019,129B165 645,9501 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,8399.4,2385.0,1949.0,1.0,0100 - Residential - Single Family Residence,868077.0,246004.0,1114081.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023019],,90.6
343,4306-023-020,129B165 644,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1715.3,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023020],Yes,78.1
344,4306-023-021,129B165 624,9600 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6645.4,2167.0,1948.0,1.0,0100 - Residential - Single Family Residence,601336.0,290799.0,892135.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023021],,90.6
345,4306-023-022,129B165 625,9604 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6826.8,2153.0,1948.0,1.0,0100 - Residential - Single Family Residence,1343953.0,552859.0,1896812.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023022],,90.6
346,4306-023-023,129B165 623,9610 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7061.7,1794.0,1948.0,1.0,0100 - Residential - Single Family Residence,68572.0,40174.0,108746.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023023],,90.6
347,4306-023-024,129B165 620,9616 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7516.7,2240.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,1768680.0,483574.0,2252254.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023024],,90.6
348,4306-023-025,129B165 618,9620 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7368.9,2281.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,354259.0,272154.0,626413.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023025],,90.6
349,4306-023-026,129B165 616,9626 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7382.0,2303.0,1948.0,1.0,0100 - Residential - Single Family Residence,70364.0,55768.0,126132.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023026],,90.6
350,4306-023-027,129B165 613,9632 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,9191.8,2948.0,1947.0,1.0,0101 - Residential - Single Family Residence - Pool,148009.0,628320.0,776329.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023027],,90.6
351,4306-023-028,129B165 664,9635 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7712.2,3804.0,1948.0,1.0,0100 - Residential - Single Family Residence,446764.0,525590.0,972354.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023028],,90.6
352,4306-023-029,129B165 666,9629 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6875.1,4120.0,2016.0,1.0,0100 - Residential - Single Family Residence,1818909.0,2321170.0,4140079.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023029],,90.6
353,4306-023-030,129B165 668,9623 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6971.9,2006.0,1948.0,1.0,0100 - Residential - Single Family Residence,68572.0,44298.0,112870.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023030],,90.6
354,4306-023-031,129B165 670,9617 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6726.0,2251.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,1126546.0,417325.0,1543871.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023031],,90.6
355,4306-023-032,129B165 671,9613 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6687.2,2015.0,1948.0,1.0,0100 - Residential - Single Family Residence,781476.0,312685.0,1094161.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023032],,90.6
356,4306-023-033,129B165 669,9607 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6700.4,3774.0,2018.0,1.0,0100 - Residential - Single Family Residence,1829731.0,1295757.0,3125488.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023033],,90.6
357,4306-023-034,129B165 667,9601 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6797.5,1968.0,1947.0,1.0,0100 - Residential - Single Family Residence,68124.0,45658.0,113782.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023034],,90.6
358,4306-023-035,129B165 662,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1183.0,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023035],Yes,78.1
359,4306-023-036,129B165 614,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1272.8,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306023036],Yes,78.1
361,4306-024-001,129B165 693,9500 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,8398.3,3588.0,1950.0,1.0,0100 - Residential - Single Family Residence,2060400.0,944475.0,3004875.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024001],,90.6
362,4306-024-002,129B165 740,9501 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,8399.1,3397.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,1666089.0,551048.0,2217137.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024002],,90.6
363,4306-024-003,129B165 739,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1715.2,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024003],Yes,78.1
364,4306-024-004,129B165 694,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1715.1,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024004],Yes,78.1
366,4306-024-005,129B165 697,9508 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7199.2,2784.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,266086.0,140937.0,407023.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024005],,90.6
367,4306-024-006,129B165 700,9514 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7079.0,2963.0,1947.0,1.0,0101 - Residential - Single Family Residence - Pool,1230135.0,452542.0,1682677.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024006],,90.6
368,4306-024-007,129B165 702,9520 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6718.9,4087.0,2017.0,1.0,0100 - Residential - Single Family Residence,1463777.0,1300087.0,2763864.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024007],,90.6
369,4306-024-008,129B165 704,9526 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6598.7,2167.0,1950.0,1.0,0100 - Residential - Single Family Residence,163596.0,155133.0,318729.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024008],,90.6
370,4306-024-009,129B165 706,9532 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6598.4,2088.0,1948.0,1.0,0100 - Residential - Single Family Residence,878019.0,526945.0,1404964.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024009],,90.6
371,4306-024-010,129B165 707,9538 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6598.3,1915.0,1948.0,1.0,0100 - Residential - Single Family Residence,921728.0,270130.0,1191858.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024010],,90.6
372,4306-024-011,129B165 709,9542 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6598.1,4327.0,2008.0,1.0,0101 - Residential - Single Family Residence - Pool,435043.0,1300634.0,1735677.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024011],,90.6
373,4306-024-012,129B165 710,9548 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6597.9,1837.0,1949.0,1.0,0100 - Residential - Single Family Residence,451548.0,329211.0,780759.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024012],,90.6
374,4306-024-013,129B165 756,9551 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,6600.1,2845.0,1948.0,1.0,0100 - Residential - Single Family Residence,1085783.0,539604.0,1625387.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306024013],,90.6
